Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7140899624345525	0.6991358367531251	0.666532420459122	0.6663367525027412	0.6919475655430711	0.5969305331179321	0.33280197830228164	0.5969305331179321
1	0.7863350007461185	0.7813084499920223	0.6906967378171567	0.6901765381396345	0.8005115089514067	0.505654281098546	0.38074733359571966	0.505654281098546
2	0.800838896782607	0.8008213956180668	0.7112364075714861	0.7107856304053046	0.8090154211150652	0.5508885298869144	0.4219497346465986	0.5508885298869144
3	0.8087289383706069	0.8084351601572544	0.7184857027788965	0.7180645035716371	0.810126582278481	0.568659127625202	0.43649475639416024	0.568659127625202
4	0.8110522866911912	0.8120584925556491	0.7313733387031817	0.7311180100044767	0.7812807881773399	0.6405492730210016	0.462470209106674	0.6405492730210016
5	0.8124128176680876	0.8136460058369208	0.7249295207410391	0.7246423496895498	0.7811550151975684	0.622778675282714	0.44954092408523205	0.622778675282714
6	0.8158157671072009	0.8169565660847485	0.7317760773258155	0.7314333261965471	0.8049040511727079	0.6098546042003231	0.4631821900198668	0.6098546042003231
7	0.8171000642310763	0.817972162498374	0.7345952476842529	0.7342491127677105	0.8096256684491978	0.6114701130856219	0.4688207981888649	0.6114701130856219
8	0.8192712692449929	0.8195144528627502	0.7329842931937173	0.7326449578605212	0.8055260361317748	0.6122778675282714	0.4656039312575291	0.6122778675282714
9	0.8247393451025427	0.8237876553904403	0.7301651228352799	0.7298291712893578	0.8008474576271186	0.6106623586429726	0.4599654218937973	0.6106623586429726
10	0.8253816558641675	0.8255700674538554	0.739025372533226	0.7387735108446711	0.7897838899803536	0.6494345718901454	0.4777857115037585	0.6494345718901454
11	0.8318514769903524	0.8301086220537444	0.7358034635521546	0.7354584736360629	0.8108974358974359	0.6130856219709209	0.47124011444873015	0.6130856219709209
12	0.8360258481421647	0.8347213513278969	0.743455497382199	0.7431889107317802	0.7990049751243781	0.648626817447496	0.4866352979514046	0.648626817447496
13	0.8433520836171828	0.8407378664279348	0.7579540877970198	0.7577466570644451	0.8013245033112583	0.684168012924071	0.5157052762211924	0.684168012924071
14	0.847211138576925	0.8453180814094521	0.7639951671365284	0.7637980029974503	0.8058161350844277	0.6938610662358643	0.5278021532957575	0.6938610662358643
15	0.8508690659244409	0.8491418135317765	0.7660088602496979	0.7657946811478547	0.8125594671741199	0.6898222940226171	0.5318151916505669	0.6898222940226171
16	0.8561723468997152	0.8538539689591799	0.7720499395892066	0.7718778182195665	0.8088235294117647	0.7108239095315024	0.5439409132357856	0.7108239095315024
17	0.8628192900844087	0.8610749239436155	0.778896496173983	0.7787573557558181	0.8084153983885407	0.7294022617124394	0.5576679398515076	0.7294022617124394
18	0.8638359577242736	0.862852296239924	0.779701973419251	0.7796105261109056	0.7981018119068162	0.747172859450727	0.5593213904824264	0.747172859450727
19	0.8679207946487079	0.8660011530164494	0.7853403141361257	0.785235286866367	0.8073234524847428	0.7479806138933764	0.570588481506874	0.7479806138933764
20	0.8731306486041096	0.8730510854240885	0.7950060410793395	0.7949192569956725	0.8134135855546002	0.7641357027463651	0.5899389863063922	0.7641357027463651
21	0.877914890580091	0.8763658197368334	0.7917841320982683	0.7917245719550252	0.8037068239258636	0.7705977382875606	0.5835167213180705	0.7705977382875606
23	0.8816110970538048	0.8828246396230554	0.8006443817962142	0.8006189540066566	0.8052588331963846	0.7915993537964459	0.6012665804372008	0.7915993537964459
24	0.8818835925284336	0.8824046634152687	0.797422472815143	0.7973674990754618	0.8085642317380353	0.7778675282714055	0.5947984794427262	0.7778675282714055
25	0.8877428940317004	0.8883689237489957	0.8034635521546516	0.8034506361471736	0.8053745928338762	0.7988691437802908	0.606915054094824	0.7988691437802908
26	0.8890450331211761	0.8896448308991918	0.8022553362867499	0.8021368186802136	0.8290748898678414	0.7600969305331179	0.6044150051640238	0.7600969305331179
27	0.8918121597861559	0.8917064688405945	0.8111155859846959	0.8111061369873679	0.8123476848090982	0.8077544426494345	0.6222221645503055	0.8077544426494345
29	0.8982527849686305	0.8977758806999048	0.8159484494563028	0.8159435804607769	0.8161943319838056	0.81421647819063	0.6318914656106747	0.81421647819063
31	0.8987653359804322	0.8991621123085198	0.819573097060008	0.819512622379664	0.8330522765598651	0.7980613893376414	0.6391007106483044	0.7980613893376414
33	0.903981677923325	0.9032904487458131	0.8123238018525977	0.8124086004762183	0.7937595129375952	0.8424878836833603	0.6247093883142965	0.8424878836833603
38	0.9068954331056049	0.9079180317907789	0.8219895287958116	0.82199265559816	0.820450885668277	0.8231017770597738	0.6439794618133501	0.8231017770597738
42	0.9070355736354141	0.9071890982581344	0.8284333467579541	0.828395650453186	0.8366500829187397	0.8150242326332795	0.6568390304165981	0.8150242326332795
44	0.9070469276135236	0.9089945284149863	0.8296415626258559	0.8296413440514887	0.8288942695722357	0.8295638126009693	0.6592811910101352	0.8295638126009693
45	0.9074332872686222	0.908056719242083	0.8268223922674185	0.8268005787284842	0.8311475409836065	0.8190630048465266	0.653627874052634	0.8190630048465266
46	0.9081015499802115	0.9093850836083461	0.8272251308900523	0.8272407886797595	0.8228252194732641	0.8327948303715671	0.6544592852103253	0.8327948303715671
47	0.9089858626752566	0.9094043690460702	0.8236004832863472	0.8235741025491303	0.8289473684210527	0.81421647819063	0.6471805366223018	0.81421647819063
74	0.909311559647313	0.9113904759313385	0.8260169150221506	0.8259042632565805	0.8535087719298246	0.7859450726978998	0.6519536109468924	0.7859450726978998
75	0.9105468724656299	0.9116449456088052	0.8292388240032219	0.8292397376257858	0.8282258064516129	0.8295638126009693	0.6584764847205344	0.8295638126009693
77	0.9112423847246823	0.9118417613893746	0.8223922674184454	0.82227163906028	0.851721094439541	0.7794830371567044	0.6446969955076195	0.7794830371567044
78	0.9138226573499165	0.9162832251626865	0.8296415626258559	0.8295550538178562	0.8503869303525365	0.7988691437802908	0.6592223795827189	0.7988691437802908
83	0.9177264794233477	0.9182128847986467	0.8385018123238018	0.8384517066651096	0.8502092050209205	0.8206785137318255	0.676969515484932	0.8206785137318255
