Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7507432278994322	0.7570014422171965	0.6874748288360853	0.6868866180048663	0.7229268292682927	0.6009732360097324	0.37420249148739637	0.6009732360097324
1	0.8144661800486619	0.8161458924972036	0.5888038662907773	0.5860408759124087	0.9453781512605042	0.18248175182481752	0.17303124852189722	0.18248175182481752
2	0.8228564476885645	0.824718704539914	0.7047925896093435	0.703380697485807	0.8443526170798898	0.49716139497161393	0.40790193244305817	0.49716139497161393
3	0.826216707218167	0.8275140072429246	0.7176802255336286	0.71647299270073	0.8325	0.5401459854014599	0.4339823338066995	0.5401459854014599
4	0.8301596107055962	0.8314350391507813	0.7096254530809505	0.7082468775344688	0.8468834688346883	0.5068937550689375	0.41763386503626276	0.5068937550689375
5	0.830271208434712	0.8317291925698158	0.7172774869109948	0.7160233576642336	0.8390804597701149	0.5328467153284672	0.4331216156885702	0.5328467153284672
6	0.8330679643146797	0.8340376052873679	0.7249295207410391	0.723750202757502	0.8395061728395061	0.551500405515004	0.44854679643574025	0.551500405515004
8	0.8357388483373884	0.8357162797653961	0.7321788159484495	0.7311763179237631	0.8249427917620137	0.5847526358475263	0.46326985756389705	0.5847526358475263
10	0.8428684509326845	0.8432938655420108	0.7426500201369312	0.7418686131386861	0.8113207547169812	0.6277372262773723	0.48448269307810854	0.6277372262773723
11	0.8468480129764802	0.8470601869890765	0.7458719291180024	0.7450079480940794	0.8257575757575758	0.6188158961881589	0.49085237551616756	0.6188158961881589
12	0.853214598540146	0.8513474692971679	0.7555376560612163	0.7548726682887267	0.8142570281124498	0.6577453365774534	0.5104124742445194	0.6577453365774534
13	0.8581790754257907	0.8575644230631854	0.7579540877970198	0.757134793187348	0.8361702127659575	0.6374695863746959	0.515101937632229	0.6374695863746959
14	0.8637589618815896	0.8625683481709991	0.7664115988723319	0.7658050283860502	0.8210422812192724	0.6772100567721006	0.5322440876853141	0.6772100567721006
15	0.8693083536090837	0.8692027980990374	0.774869109947644	0.7742877534468775	0.8284600389863548	0.689375506893755	0.5492024796515471	0.689375506893755
16	0.8757635036496351	0.8762464460071571	0.7829238824003222	0.7823373884833739	0.8388671875	0.6966747769667477	0.5653263924322178	0.6966747769667477
17	0.882699107866991	0.8830725848556386	0.7933950865888039	0.7929524736415248	0.8345724907063197	0.7283049472830495	0.5864126960213076	0.7283049472830495
18	0.8880447688564477	0.8897029635646159	0.7990334273056786	0.7985690186536902	0.8436329588014981	0.7307380373073804	0.5976819133063501	0.7307380373073804
19	0.892524898621249	0.8920577900180521	0.8034635521546516	0.8029745336577453	0.8517469310670444	0.7315490673154906	0.6065311010533385	0.7315490673154906
20	0.894510300081103	0.8955350882946502	0.8103101087394281	0.8100668288726682	0.8318815331010453	0.7745336577453366	0.6204244974529829	0.7745336577453366
21	0.9007484184914842	0.901973165586545	0.8171566653242046	0.8168061638280617	0.8512173128944995	0.7656123276561233	0.634045926622326	0.7656123276561233
22	0.9024606650446068	0.9036893169908597	0.8223922674184454	0.8220999188969992	0.8504424778761062	0.7793998377939984	0.6445659805456401	0.7793998377939984
23	0.9044577453365774	0.9063688312953878	0.8131292790978655	0.8127179237631792	0.8537258509659613	0.7526358475263585	0.6259398484034834	0.7526358475263585
24	0.9052009732360097	0.9073119474929325	0.8123238018525977	0.811835198702352	0.8621340887629839	0.740470397404704	0.6242694530550322	0.740470397404704
25	0.9108843471208435	0.9129201433108806	0.8223922674184454	0.8222488240064882	0.8344594594594594	0.8012976480129764	0.6446718610414428	0.8012976480129764
28	0.911132197891322	0.9129282233119941	0.8272251308900523	0.82711500405515	0.8361204013377926	0.8110300081103001	0.6543635343594849	0.8110300081103001
29	0.9130063260340633	0.9142674753155419	0.8268223922674185	0.8268694241686942	0.8204309656823623	0.8337388483373885	0.653666748841977	0.8337388483373885
34	0.9136006488240064	0.9161331500724607	0.8300443012484897	0.8299591240875912	0.8365145228215768	0.8175182481751825	0.6600201685645537	0.8175182481751825
35	0.9143610705596107	0.9173247759337726	0.8272251308900523	0.8272087591240875	0.8268292682926829	0.8248175182481752	0.6544283457731174	0.8248175182481752
37	0.9154588807785888	0.9174897131588929	0.8312525171163915	0.8312142741281427	0.8330605564648118	0.8256285482562855	0.6624687369517632	0.8256285482562855
38	0.9157644768856448	0.917727422307407	0.8320579943616593	0.8320253041362531	0.8333333333333334	0.8272506082725061	0.6640835700847438	0.8272506082725061
41	0.9162705596107055	0.9165042396392988	0.8280306081353201	0.8278267639902677	0.846815834767642	0.7980535279805353	0.6559103597093817	0.7980535279805353
43	0.9172016220600162	0.9179219312196291	0.8300443012484897	0.8298874290348743	0.8439355385920272	0.8069748580697486	0.6599714042981819	0.8069748580697486
44	0.9192301703163015	0.9200711699933103	0.828836085380588	0.8287591240875912	0.8344370860927153	0.8175182481751825	0.6576089160711533	0.8175182481751825
47	0.9210634225466342	0.9224021992611464	0.8348771647200967	0.8348749391727495	0.8331983805668016	0.8345498783454988	0.6697424910803904	0.8345498783454988
49	0.9250919708029197	0.9259593454168733	0.8364881192106323	0.8364363341443632	0.8397699260476582	0.8288726682887266	0.672932047856291	0.8288726682887266
50	0.9285300892133009	0.9282668814878823	0.8441401530406766	0.844174209245742	0.8389423076923077	0.8491484184914841	0.6882914795369726	0.8491484184914841
57	0.9289531224655311	0.9296552531119913	0.8505839710028191	0.8504583941605839	0.8621848739495799	0.8321167883211679	0.701083046782546	0.8321167883211679
60	0.9314241686942417	0.930908010900446	0.8534031413612565	0.8534348742903488	0.8484362469927826	0.8580697485806975	0.706815175340882	0.8580697485806975
65	0.9315425790754257	0.9328078988756139	0.8534031413612565	0.8532308191403082	0.8704177323103154	0.8280616382806164	0.7066954839882134	0.8280616382806164
67	0.9340710462287105	0.9352612324419745	0.8489730165122835	0.8488363341443633	0.8617200674536256	0.8288726682887266	0.6978535555525991	0.8288726682887266
89	0.9362595296025953	0.9367263037672787	0.8578332662102296	0.8577411192214112	0.8660565723793677	0.8442822384428224	0.7156045818701202	0.8442822384428224
90	0.936469424168694	0.9372305537859738	0.864679822795006	0.8645797242497972	0.8740617180984154	0.8499594484995945	0.7292961989304076	0.8499594484995945
138	0.9365920519059207	0.9353947340696895	0.86508256141764	0.8650514193025143	0.8668300653594772	0.8605028386050284	0.7301390790848662	0.8605028386050284
146	0.9378047039740471	0.9369983683093626	0.8630688683044704	0.8631562043795621	0.8524072612470402	0.8759124087591241	0.7261762433516116	0.8759124087591241
147	0.9381145174371452	0.9379184460624056	0.8674989931534434	0.8674128142741282	0.8754152823920266	0.8548256285482563	0.7349431717708623	0.8548256285482563
149	0.9391412814274128	0.9372187529299271	0.8683044703987113	0.868168694241687	0.8819561551433389	0.8483373884833739	0.7365283004418663	0.8483373884833739
