Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7984260440014233	0.7955998648339053	0.720499395892066	0.7190513540397836	0.7338195077484048	0.6669428334714167	0.4391848923771282	0.6669428334714167
1	0.8170289949173188	0.8130462419427076	0.7305678614579139	0.7316252762750206	0.7037878787878787	0.7696768848384424	0.46208089801334884	0.7696768848384424
2	0.8311297343344596	0.8258131736332661	0.7474828836085381	0.7485533707500396	0.7196969696969697	0.7870753935376967	0.4958516039676677	0.7870753935376967
3	0.8377447517485512	0.8320598000139011	0.7555376560612163	0.7566591694737854	0.7265861027190332	0.7970173985086992	0.5119765103354977	0.7970173985086992
4	0.8443896367324359	0.8380441519543779	0.7648006443817962	0.7652236951118476	0.7470261697065821	0.7804473902236951	0.5298065168823505	0.7804473902236951
5	0.8504910618050922	0.8435986695046771	0.7712444623439387	0.7713812842016139	0.7587044534412956	0.776304888152444	0.5424223508174042	0.776304888152444
6	0.8567548106266215	0.8490915049345381	0.7776882803060814	0.7780316881929601	0.7613727055067837	0.7903893951946976	0.5554909811710176	0.7903893951946976
7	0.8621381154342614	0.8538685582043242	0.7829238824003222	0.7833497388535529	0.765079365079365	0.7986743993371996	0.5660274695752583	0.7986743993371996
8	0.8677175073305404	0.8589012184846299	0.7889649617398309	0.7893618858643285	0.771678599840891	0.8036454018227009	0.5780763066873258	0.8036454018227009
9	0.8715002999742878	0.862461097407808	0.7889649617398309	0.7896754953471521	0.7657587548638133	0.8152444076222038	0.5783404836458881	0.8152444076222038
10	0.876050559302709	0.8673965454308039	0.7869512686266613	0.7875146416021483	0.7665094339622641	0.8077879038939519	0.5741932325774317	0.8077879038939519
11	0.8788938220879768	0.8708252091682546	0.7877567458719291	0.7884103440484322	0.765625	0.8119304059652029	0.5758789823099918	0.8119304059652029
12	0.8822604166396129	0.8744835449296572	0.7929923479661699	0.7939524014824704	0.7651109410864575	0.8285004142502072	0.5865907998408896	0.8285004142502072
13	0.8859769811938197	0.8784646357022992	0.8002416431735804	0.8008936896317977	0.777951524628616	0.824357912178956	0.6008183501273162	0.824357912178956
14	0.8891546309017668	0.8824197678333248	0.8050745066451873	0.8054838806024418	0.7875894988066826	0.820215410107705	0.6102842222073772	0.820215410107705
15	0.8935016608965984	0.8872141771413001	0.8022553362867499	0.8030545433768015	0.7770897832817337	0.831814415907208	0.6049572133893302	0.831814415907208
16	0.8959969015642815	0.8894400343961117	0.8066854611357229	0.807499292268455	0.7811291569992266	0.8367854183927091	0.6138160934586828	0.8367854183927091
17	0.8983681268878252	0.8924507522138565	0.8103101087394281	0.8108019312630346	0.7911392405063291	0.8285004142502072	0.6208111868340447	0.8285004142502072
18	0.9014574724763851	0.8952300167488254	0.8123238018525977	0.8129179836533491	0.7910447761194029	0.8342999171499585	0.6249120693668151	0.8342999171499585
19	0.9024411543945583	0.896711580589298	0.8127265404752316	0.8134218365698525	0.7893915756630265	0.8384424192212097	0.6257923102676799	0.8384424192212097
20	0.9049006838374891	0.8993208203290779	0.8115183246073299	0.8125374967859897	0.7818459191456903	0.8492129246064622	0.6236221594589693	0.8492129246064622
21	0.9066518324403363	0.9005392278070758	0.8135320177204994	0.8143623403708253	0.7874806800618238	0.844241922120961	0.6275017683175175	0.844241922120961
22	0.9080828786104048	0.9029649541999663	0.8215867901731776	0.8218633208062686	0.8070739549839229	0.831814415907208	0.6431935466814929	0.831814415907208
23	0.9097418273238917	0.9042120633040391	0.819975835682642	0.8206319328473144	0.797339593114241	0.844241922120961	0.6402455883206171	0.844241922120961
24	0.9111845608038793	0.9058052264740425	0.8236004832863472	0.8238225684551714	0.8103309120258273	0.831814415907208	0.6471812233817533	0.831814415907208
