Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.8063115142314006	0.8061533487625392	0.7168747482883608	0.716623845949225	0.7625122669283612	0.6276252019386107	0.4334632550135715	0.6276252019386107
1	0.8218100187502839	0.8197230625627008	0.7446637132501007	0.7446389759360543	0.7479474548440066	0.7358642972536349	0.4893001738859619	0.7358642972536349
2	0.8312338205811939	0.8279985340144287	0.7519130084575111	0.7518633500074612	0.7600334448160535	0.7342487883683361	0.5037747467334733	0.7342487883683361
3	0.8385587584587137	0.834526446842561	0.7595650422875554	0.7595233924388993	0.7664172901080631	0.7447495961227787	0.51908804087757	0.7447495961227787
4	0.8449513725337536	0.8410272573763342	0.7692307692307693	0.769205091772583	0.7732128184059162	0.7600969305331179	0.5384358597788204	0.7600969305331179
5	0.8522146745301075	0.8473477908121922	0.7772855416834474	0.7772372202866393	0.7861319966583125	0.7600969305331179	0.5545260684033815	0.7600969305331179
6	0.8607885499996756	0.8553853629052286	0.7853403141361257	0.785330660282487	0.7863525588952072	0.7819063004846527	0.5706703916957631	0.7819063004846527
7	0.8699502371359429	0.8642184815081825	0.7913813934756343	0.7913547566680292	0.7960526315789473	0.7819063004846527	0.5827386255030875	0.7819063004846527
8	0.8805373351240178	0.8747479438123346	0.8058799838904551	0.805867087088256	0.8078175895765473	0.8012924071082391	0.6117480657248058	0.8012924071082391
9	0.8911237843133438	0.8861987505947043	0.8203785743052758	0.8204611661508716	0.801829268292683	0.8497576736672051	0.6408146505281307	0.8497576736672051
10	0.901107499464741	0.8972040685886795	0.8264196536447845	0.8264898041276576	0.8101460415065335	0.851373182552504	0.6528862062735703	0.851373182552504
11	0.908399997404805	0.9049656623158656	0.8340716874748288	0.8341589297415835	0.8138297872340425	0.8651050080775444	0.6681995066110615	0.8651050080775444
12	0.9124446088067941	0.9093408847300863	0.8364881192106323	0.8366026302301289	0.8104477611940298	0.877221324717286	0.6730493679893259	0.877221324717286
