Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.8127870235198702	0.8188015993746447	0.7217076117599678	0.7214932684509328	0.7336206896551725	0.6901865369018654	0.44316495302731773	0.6901865369018654
1	0.8339652879156528	0.8366979003240949	0.7418445428916633	0.7422543390105434	0.7135642135642135	0.8021086780210868	0.48410019639551516	0.8021086780210868
2	0.847752798053528	0.848509152759133	0.7643979057591623	0.7646488240064881	0.7439759036144579	0.8012976480129764	0.5290204807537982	0.8012976480129764
3	0.8547925385239254	0.8547394349248162	0.7732581554571083	0.7733771289537713	0.76171875	0.7907542579075426	0.5466125730913545	0.7907542579075426
4	0.8607961070559612	0.859452209926789	0.778896496173983	0.7789991889699919	0.7684458398744113	0.7939983779399837	0.5578722345669122	0.7939983779399837
5	0.8672395782643958	0.8651558606834826	0.78372935964559	0.7838984590429846	0.7681047765793528	0.8085969180859692	0.5675934498744165	0.8085969180859692
6	0.8726734793187348	0.8697923930907254	0.7962142569472412	0.7963150040551501	0.7855459544383346	0.8110300081103001	0.5924993026680245	0.8110300081103001
7	0.8783059205190592	0.8746680091986834	0.7994361659283126	0.7996197891321979	0.7820414428242517	0.8264395782643957	0.5990083309282062	0.8264395782643957
8	0.8830235198702351	0.8789972258183641	0.801449859041482	0.8016197891321979	0.7850539291217258	0.8264395782643957	0.6030234092888032	0.8264395782643957
9	0.8874043795620438	0.8830704403803942	0.8058799838904551	0.8060473641524737	0.7895142636854279	0.8304947283049473	0.6118787594192221	0.8304947283049473
10	0.8906569343065693	0.8862132820781365	0.8147402335884011	0.8149742092457422	0.7925813777441333	0.8491484184914841	0.6296428400036835	0.8491484184914841
11	0.8943902676399027	0.8906640340702505	0.8179621425694724	0.8181245742092458	0.8015444015444015	0.8418491484184915	0.6360316699496749	0.8418491484184915
12	0.8980846715328468	0.8950096437597247	0.8175594039468385	0.8176859691808598	0.8042121684867395	0.8361719383617194	0.6352002848865173	0.8361719383617194
13	0.9015120843471208	0.8981473178094106	0.8211840515505437	0.8213190592051907	0.8070038910505837	0.8410381184103812	0.6424538753525348	0.8410381184103812
14	0.9052885644768855	0.901938218224346	0.8256141763995167	0.8257135442011354	0.8144654088050315	0.8402270884022709	0.6512870062335335	0.8402270884022709
15	0.9088940794809408	0.9059734944775332	0.8296415626258559	0.8298017842660179	0.8129829984544049	0.8532035685320357	0.6593817424600386	0.8532035685320357
16	0.9118533657745338	0.9094129995530277	0.8304470398711237	0.830568694241687	0.8171875	0.8483373884833739	0.66096606264913	0.8483373884833739
17	0.9146303325223032	0.9136443677106166	0.8348771647200967	0.83489699918897	0.831053901850362	0.83779399837794	0.6697570612488524	0.83779399837794
18	0.9150420113544202	0.9135141701564748	0.8344744260974627	0.8344528791565288	0.8346905537459284	0.8313057583130575	0.6689242039115434	0.8313057583130575
19	0.9184746147607462	0.9167956004589624	0.8417237213048732	0.841735604217356	0.8387096774193549	0.8434712084347121	0.6834448240278802	0.8434712084347121
20	0.9207143552311435	0.9201546763354005	0.8401127668143374	0.8401852392538525	0.8312202852614897	0.8507704785077048	0.6802616807757915	0.8507704785077048
21	0.9218867802108679	0.9213841626752945	0.846959323399114	0.8469521492295216	0.845904298459043	0.845904298459043	0.693904298459043	0.845904298459043
22	0.9232901865369019	0.9223450964263196	0.8457511075312123	0.8456694241686943	0.8524046434494196	0.8337388483373885	0.6914418075554478	0.8337388483373885
